appliance_code,power_watts,duration_minutes,is_night,is_occupied,temp_setting,energy_kwh
5,23228.571428571428,7,1,0,17.7,2.71
2,2993.181818181818,88,1,0,15.5,4.39
2,593.2584269662922,89,0,1,19.6,0.88
3,213.91304347826087,115,0,1,24.3,0.41
4,4248.0,25,0,1,21.7,1.77
4,4912.5,16,0,1,15.6,1.31
3,5424.0,25,1,0,19.0,2.26
3,3982.608695652174,69,1,0,23.9,4.58
0,2543.478260869565,92,0,1,24.8,3.9
2,1082.9268292682927,41,0,1,16.8,0.74
3,4275.0,56,1,1,20.1,3.99
3,3024.324324324324,74,1,0,23.5,3.73
0,2692.5,80,1,1,17.1,3.59
3,213.86138613861385,101,0,1,16.9,0.36
3,8528.57142857143,28,1,0,15.9,3.98
5,1033.3333333333333,36,0,1,24.4,0.62
0,1308.0000000000002,100,0,0,24.7,2.18
4,30000.0,8,0,0,20.7,4.0
4,2160.0000000000005,60,0,1,23.4,2.16
2,715.9663865546219,119,0,0,15.7,1.42
5,184.0,75,1,0,21.7,0.23
2,3365.625,64,0,1,21.8,3.59
2,220.40816326530611,98,0,1,22.5,0.36
4,2216.0,75,0,1,23.0,2.77
4,726.3157894736842,38,0,0,20.2,0.46
2,5077.777777777777,54,0,0,23.0,4.57
3,2921.7391304347825,69,0,1,17.5,3.36
3,3739.72602739726,73,1,1,19.7,4.55
3,2193.548387096774,93,1,0,22.3,3.4
3,2086.7256637168143,113,1,1,24.4,3.93
5,2564.1509433962265,106,1,0,16.2,4.53
0,1551.923076923077,104,0,1,21.2,2.69
2,13770.0,20,0,0,23.9,4.59
0,8925.0,32,1,1,18.2,4.76
1,3139.5348837209303,43,1,0,19.4,2.25
2,1733.3333333333333,18,1,0,21.5,0.52
0,1518.918918918919,111,1,0,24.0,2.81
4,9300.0,12,0,1,22.3,1.86
4,3462.2950819672133,61,1,1,22.4,3.52
0,3540.0,10,0,1,22.5,0.59
3,393.2773109243698,119,0,1,18.8,0.78
0,8081.249999999999,32,0,0,17.1,4.31
1,5058.620689655172,58,0,0,16.1,4.89
5,4137.313432835821,67,1,1,18.5,4.62
1,2375.0,96,0,0,16.1,3.8
3,2729.032258064516,31,0,0,17.5,1.41
4,375.0,32,1,0,21.5,0.2
1,2864.516129032258,62,0,0,18.8,2.96
4,1928.2051282051282,117,0,1,17.7,3.76
2,1132.5,80,0,0,18.6,1.51
4,1021.0526315789474,114,0,1,17.2,1.94
0,3268.9655172413795,58,1,0,15.1,3.16
0,1383.6734693877552,49,1,0,17.0,1.13
4,5082.35294117647,34,1,1,17.1,2.88
0,1986.0,100,1,1,20.3,3.31
4,3808.3333333333335,72,0,1,17.9,4.57
2,4760.0,45,1,1,22.5,3.57
3,2111.764705882353,102,1,0,18.5,3.59
2,1271.1864406779662,59,0,1,16.5,1.25
4,2672.7272727272725,99,1,1,24.5,4.41
1,1953.4883720930231,43,0,0,19.4,1.4
1,15771.42857142857,14,0,0,15.4,3.68
4,3957.446808510638,47,0,1,21.4,3.1
2,19840.0,15,0,0,22.8,4.96
5,7440.0,15,0,1,24.3,1.86
0,3011.5384615384614,52,0,0,16.5,2.61
2,2509.090909090909,22,0,0,24.4,0.92
4,8587.5,16,1,1,23.5,2.29
5,2303.2258064516127,93,1,1,16.3,3.57
0,1288.235294117647,68,0,0,15.5,1.46
3,978.3783783783783,111,0,0,15.9,1.81
4,9000.0,31,1,0,15.2,4.65
5,2363.6363636363635,99,0,0,17.3,3.9
1,1345.4545454545455,66,0,1,23.2,1.48
3,5700.0,10,0,0,22.3,0.95
0,2633.3333333333335,36,1,1,22.4,1.58
1,1550.561797752809,89,0,0,22.6,2.3
2,1144.7368421052631,76,1,1,22.8,1.45
0,1914.2857142857142,84,0,0,23.2,2.68
2,1046.341463414634,82,0,0,22.5,1.43
2,1015.9090909090909,88,1,0,18.7,1.49
3,536.8421052631579,57,0,0,18.5,0.51
3,1200.0,80,0,0,16.7,1.6
3,2475.0,72,0,0,18.0,2.97
1,654.5454545454546,99,1,1,20.1,1.08
5,2467.5,80,1,0,15.3,3.29
4,3628.125,64,0,1,23.2,3.87
5,34200.0,5,1,1,20.3,2.85
0,4338.461538461538,13,0,1,19.9,0.94
5,3659.9999999999995,70,0,0,18.9,4.27
4,11463.157894736842,19,0,0,21.1,3.63
1,1126.4150943396226,106,0,0,16.6,1.99
3,1607.3394495412845,109,1,0,15.9,2.92
3,4222.641509433963,53,0,1,15.8,3.73
3,12000.0,12,1,0,23.9,2.4
0,2394.8275862068967,116,1,0,23.8,4.63
4,2314.285714285714,98,0,0,16.5,3.78
3,20271.428571428572,14,1,1,19.5,4.73
5,1794.4954128440368,109,0,1,15.5,3.26
4,2174.3119266055046,109,1,1,19.7,3.95
0,3217.5824175824177,91,0,0,21.8,4.88
5,6987.096774193548,31,0,1,15.2,3.61
5,2342.553191489362,94,1,1,19.4,3.67
0,11240.0,15,0,0,15.4,2.81
1,2220.0,10,1,0,23.0,0.37
5,5675.0,24,0,0,18.4,2.27
4,194.59459459459458,111,0,1,17.4,0.36
4,927.8350515463917,97,0,0,23.2,1.5
5,6847.058823529412,34,1,0,21.4,3.88
0,1925.4545454545455,110,1,0,17.2,3.53
3,267.85714285714283,56,0,1,16.0,0.25
3,1837.5,48,0,0,21.1,1.47
3,3557.1428571428573,70,0,0,22.8,4.15
4,752.7272727272727,110,1,0,24.3,1.38
0,2575.0,72,1,1,23.1,3.09
2,73.58490566037736,106,1,1,15.1,0.13
3,4050.0,68,0,0,15.9,4.59
3,6456.0,25,1,0,16.1,2.69
0,5200.0,3,1,1,18.9,0.26
1,4459.459459459459,37,0,1,18.1,2.75
0,9641.379310344828,29,0,1,19.7,4.66
5,6495.652173913043,46,0,1,15.6,4.98
4,218.91891891891893,74,1,0,21.5,0.27
3,2204.081632653061,98,1,1,16.3,3.6
1,19200.0,13,0,0,21.7,4.16
5,978.9473684210526,57,0,1,23.4,0.93
1,8152.941176470588,17,0,0,18.0,2.31
1,5118.367346938775,49,1,1,16.2,4.18
5,1775.7575757575758,99,0,1,17.8,2.93
4,1176.0,50,0,0,19.9,0.98
0,685.7142857142857,84,1,1,15.5,0.96
1,2169.230769230769,39,1,0,21.3,1.41
0,381.25,96,0,0,23.9,0.61
5,507.6923076923077,104,0,1,19.6,0.88
4,405.88235294117646,102,0,1,22.3,0.69
4,6870.0,20,1,0,24.6,2.29
4,23000.0,12,0,1,23.0,4.6
1,5864.5161290322585,31,0,0,19.0,3.03
1,245.07042253521126,71,1,0,17.1,0.29
4,1248.9795918367347,98,0,0,20.8,2.04
5,4354.545454545455,66,1,1,15.2,4.79
5,4114.285714285715,70,1,0,18.8,4.8
5,853.8461538461538,26,0,0,19.3,0.37
3,1031.4606741573034,89,1,0,19.0,1.53
1,1402.247191011236,89,0,1,15.6,2.08
3,294.33962264150944,106,0,0,16.7,0.52
1,2781.818181818182,77,1,1,21.8,3.57
0,230.76923076923077,39,0,0,24.5,0.15
4,9550.0,12,0,0,23.3,1.91
0,2350.0,96,1,0,19.7,3.76
1,3035.294117647059,17,0,1,21.1,0.86
2,3235.294117647059,51,0,0,16.5,2.75
4,1496.3855421686744,83,1,1,24.8,2.07
3,1585.7142857142858,28,0,1,20.5,0.74
3,490.3225806451613,93,0,0,19.0,0.76
0,9035.29411764706,17,1,1,18.7,2.56
0,3209.3023255813955,86,1,0,23.0,4.6
5,104.65116279069767,86,1,0,20.2,0.15
5,5303.571428571428,56,0,1,20.9,4.95
5,2703.614457831325,83,0,1,20.4,3.74
1,728.5714285714286,42,1,1,15.8,0.51
3,248.27586206896552,87,1,0,16.1,0.36
1,2533.3333333333335,18,0,0,24.9,0.76
1,2002.7027027027027,74,1,1,15.8,2.47
4,623.0769230769231,52,1,0,23.0,0.54
5,8718.75,32,1,0,24.4,4.65
5,912.7659574468086,94,0,0,22.6,1.43
5,2281.1881188118814,101,1,1,24.9,3.84
1,3600.0,65,0,1,15.8,3.9
2,1358.4905660377358,53,1,0,15.7,1.2
2,1961.7977528089887,89,1,0,23.4,2.91
0,65700.0,2,0,1,22.2,2.19
5,1647.457627118644,59,0,0,20.2,1.62
2,1591.0112359550562,89,0,0,24.1,2.36
3,2545.4545454545455,33,0,1,24.6,1.4
0,529.8701298701299,77,0,1,24.3,0.68
2,2569.230769230769,39,1,0,18.1,1.67
1,3016.2162162162163,37,0,1,15.7,1.86
5,3278.8732394366198,71,1,1,22.5,3.88
5,2637.4999999999995,48,0,1,20.7,2.11
3,2631.5789473684213,114,0,0,23.4,5.0
3,6542.857142857143,42,0,0,15.4,4.58
3,315.1515151515151,99,0,1,19.8,0.52
3,8688.0,25,1,0,22.8,3.62
4,756.5217391304348,23,1,0,20.1,0.29
4,57600.0,2,1,1,17.8,1.92
0,5242.105263157895,38,0,0,19.5,3.32
5,1958.2417582417581,91,0,1,22.1,2.97
1,2135.294117647059,68,0,0,24.5,2.42
4,2606.896551724138,29,0,0,19.9,1.26
0,32880.0,5,1,1,21.0,2.74
2,5362.5,48,0,0,15.9,4.29
3,4773.333333333333,45,1,0,20.1,3.58
1,2155.7522123893805,113,1,1,19.4,4.06
1,34800.0,8,1,1,21.4,4.64
4,2896.551724137931,29,0,1,21.2,1.4
4,3350.0,12,0,1,15.5,0.67
4,3806.896551724138,29,1,0,20.8,1.84
3,2108.5714285714284,35,1,1,23.5,1.23
2,4670.588235294118,51,1,1,22.8,3.97
5,1993.0434782608695,115,0,0,18.1,3.82
2,678.9473684210526,114,1,0,18.5,1.29
1,127200.0,1,0,1,15.1,2.12
5,5904.0,25,1,0,16.2,2.46
2,1468.9655172413793,116,0,0,15.7,2.84
0,1441.304347826087,92,0,0,24.3,2.21
5,1292.3076923076924,104,1,0,21.8,2.24
0,663.1578947368421,19,0,1,16.9,0.21
0,1785.3658536585365,41,1,0,20.4,1.22
1,3363.3802816901407,71,1,1,23.5,3.98
4,2304.0,50,1,0,24.8,1.92
4,9930.0,20,0,0,19.1,3.31
5,227.77777777777777,108,1,1,22.9,0.41
5,4567.741935483871,31,0,0,19.2,2.36
3,2384.2105263157896,114,1,0,18.0,4.53
0,7176.923076923077,26,1,0,19.5,3.11
4,268.42105263157896,38,0,1,20.8,0.17
5,2091.891891891892,111,0,1,18.6,3.87
5,3150.0,12,0,1,21.7,0.63
0,5895.0,40,0,1,15.6,3.93
3,1637.142857142857,70,1,0,24.4,1.91
4,13257.142857142857,21,0,0,17.0,4.64
5,10061.538461538463,13,1,0,17.4,2.18
4,69800.0,3,0,0,24.6,3.49
2,2839.0243902439024,41,0,0,19.7,1.94
5,58800.0,2,0,1,24.4,1.96
4,8700.0,12,1,0,19.1,1.74
2,679.6460176991151,113,0,1,15.4,1.28
2,4090.0,60,0,0,19.9,4.09
3,27900.0,6,1,1,19.8,2.79
3,1856.6037735849056,53,0,1,18.0,1.64
1,1413.0841121495328,107,1,1,16.5,2.52
4,5114.285714285715,42,1,1,24.6,3.58
0,1125.0,112,0,1,21.1,2.1
4,1770.7317073170732,82,0,0,21.8,2.42
1,4262.5,48,0,0,24.3,3.41
4,5828.571428571428,42,1,1,23.7,4.08
3,528.0,25,0,0,17.7,0.22
3,2462.686567164179,67,1,0,18.1,2.75
5,3900.0,48,1,1,15.4,3.12
5,3864.935064935065,77,0,1,20.6,4.96
1,11220.0,10,0,1,22.5,1.87
1,125.92592592592592,81,0,1,18.4,0.17
2,7478.571428571428,28,0,1,15.7,3.49
1,1264.8648648648648,74,1,1,15.3,1.56
1,7566.666666666667,18,1,1,22.6,2.27
4,1243.6363636363637,55,0,1,24.9,1.14
5,4175.0,24,1,0,16.5,1.67
0,1044.0,100,0,0,17.0,1.74
3,392.92035398230087,113,1,1,23.2,0.74
3,3447.2727272727275,55,1,0,24.9,3.16
1,1344.8275862068965,29,0,0,24.5,0.65
3,2033.009708737864,103,1,1,21.9,3.49
4,2597.3684210526317,76,0,1,24.6,3.29
3,986.5384615384615,104,0,1,16.1,1.71
5,564.7058823529412,85,0,1,23.7,0.8
4,1835.8974358974358,117,1,1,19.5,3.58
2,11750.0,24,0,1,16.3,4.7
3,1905.8823529411766,119,0,0,22.0,3.78
1,1235.2941176470588,34,1,0,22.5,0.7
5,103.2258064516129,93,0,0,22.9,0.16
0,733.9805825242719,103,1,1,19.8,1.26
1,6116.666666666667,36,0,0,19.0,3.67
5,5080.0,45,0,0,16.9,3.81
5,7838.709677419355,31,0,0,16.5,4.05
5,1292.3076923076924,52,0,1,18.1,1.12
0,7200.0,25,0,1,16.0,3.0
1,12991.304347826086,23,0,1,18.6,4.98
0,4992.857142857143,28,0,1,24.6,2.33
3,902.5641025641025,117,0,0,24.3,1.76
4,1674.4186046511627,86,1,0,18.2,2.4
2,1956.0,50,1,0,21.2,1.63
1,2190.909090909091,66,0,0,17.2,2.41
3,3773.913043478261,69,1,1,17.2,4.34
3,2493.975903614458,83,1,1,20.7,3.45
2,5850.0,24,1,1,22.8,2.34
3,923.5294117647059,102,0,1,18.4,1.57
5,6726.315789473684,38,0,1,21.9,4.26
1,2525.8064516129034,62,0,0,20.6,2.61
5,2470.909090909091,110,1,1,17.7,4.53
4,1781.25,64,0,0,23.9,1.9
3,6428.571428571428,7,0,1,16.4,0.75
5,3464.285714285714,84,0,1,18.1,4.85
4,1936.0,75,0,0,24.6,2.42
0,1922.3300970873786,103,0,0,24.0,3.3
1,416.9491525423729,118,1,0,22.8,0.82
2,3495.0,40,1,0,15.9,2.33
5,588.0,50,0,0,16.9,0.49
4,2537.1428571428573,70,1,0,23.1,2.96
5,8805.882352941177,34,0,0,19.4,4.99
2,1015.7894736842105,114,0,0,24.0,1.93
2,5181.818181818182,55,0,0,17.0,4.75
2,238.63636363636363,88,1,1,18.9,0.35
4,6428.571428571428,14,1,0,16.8,1.5
3,463.04347826086956,92,0,0,17.8,0.71
0,1748.148148148148,81,1,0,21.8,2.36
2,183.33333333333334,72,0,1,21.3,0.22
1,9062.068965517241,29,1,1,20.8,4.38
5,2382.1782178217823,101,0,0,17.8,4.01
0,2748.0,50,0,1,15.4,2.29
4,3072.972972972973,74,0,1,20.5,3.79
5,2210.5263157894738,95,1,1,24.9,3.5
5,1578.9473684210527,57,0,0,18.9,1.5
0,4416.666666666667,36,0,0,15.8,2.65
5,2980.6451612903224,93,0,1,22.1,4.62
1,1935.483870967742,31,1,1,23.5,1.0
5,1600.0,72,1,0,17.4,1.92
1,3418.6046511627906,43,0,0,15.8,2.45
0,4672.131147540984,61,1,0,19.8,4.75
2,2008.3333333333333,72,0,0,18.4,2.41
1,151.45631067961165,103,1,0,22.5,0.26
3,3230.769230769231,52,1,0,21.0,2.8
3,11550.0,16,1,1,18.0,3.08
0,3077.1428571428573,70,1,0,17.6,3.59
5,1151.7241379310344,87,1,1,23.8,1.67
4,731.5068493150685,73,1,1,19.6,0.89
3,3021.6867469879517,83,1,1,21.2,4.18
5,1905.4945054945056,91,1,1,24.6,2.89
5,2621.0526315789475,19,1,0,20.2,0.83
4,17175.0,8,0,0,17.7,2.29
4,1210.7142857142858,112,1,1,19.0,2.26
3,128.0,75,0,0,17.8,0.16
3,1867.9245283018868,106,0,1,18.2,3.3
0,7350.0,4,0,1,24.9,0.49
5,3410.526315789474,38,0,0,21.8,2.16
4,422.22222222222223,81,0,1,15.1,0.57
3,1922.0338983050847,118,0,0,19.5,3.78
5,975.0,104,0,0,18.4,1.69
5,177.77777777777777,81,0,0,17.9,0.24
5,4412.903225806452,62,0,1,22.1,4.56
5,812.0689655172414,116,0,1,24.0,1.57
4,1841.6666666666667,72,0,0,24.3,2.21
4,2078.5714285714284,56,0,0,19.1,1.94
1,420.77922077922085,77,1,1,17.5,0.54
0,1394.8051948051948,77,0,0,22.2,1.79
0,429.72972972972974,74,1,1,23.3,0.53
4,11520.0,10,0,1,15.9,1.92
2,3289.285714285714,56,0,1,20.7,3.07
0,2326.027397260274,73,0,0,24.9,2.83
4,441.50943396226415,106,0,0,17.4,0.78
0,1080.0,80,1,0,15.6,1.44
5,3128.5714285714284,84,0,1,15.7,4.38
5,637.1134020618557,97,0,0,24.7,1.03
5,92200.0,3,1,0,21.2,4.61
5,4003.448275862069,58,0,1,15.5,3.87
5,625.2631578947369,95,1,0,15.6,0.99
4,3144.0,50,0,1,24.5,2.62
2,2265.7894736842104,76,0,0,19.3,2.87
3,2957.1428571428573,56,0,0,17.8,2.76
5,288.31168831168833,77,0,1,21.1,0.37
0,850.0,12,0,1,16.2,0.17
3,1733.3333333333333,108,1,1,21.2,3.12
5,1406.896551724138,87,0,1,20.6,2.04
5,181200.0,1,0,1,21.8,3.02
3,2400.0,110,0,0,20.8,4.4
0,10835.29411764706,17,1,0,16.5,3.07
3,2142.0,100,1,0,16.5,3.57
3,2507.6923076923076,117,0,1,23.9,4.89
2,8516.129032258064,31,0,0,20.6,4.4
1,1111.764705882353,34,1,1,23.5,0.63
5,594.9152542372881,118,0,0,19.8,1.17
3,281.48148148148147,81,1,1,21.4,0.38
4,3023.529411764706,51,1,1,15.7,2.57
2,512.3595505617977,89,0,1,16.7,0.76
4,587.2340425531914,94,0,0,20.5,0.92
3,128.97196261682242,107,0,1,20.5,0.23
1,365.2173913043478,23,0,1,24.4,0.14
3,2219.3548387096776,93,0,0,19.5,3.44
3,1430.0,60,1,0,16.1,1.43
5,538.4615384615385,117,1,1,15.0,1.05
5,8190.0,20,0,0,22.1,2.73
5,3789.4736842105262,57,0,1,18.0,3.6
3,2148.3870967741937,93,1,1,18.6,3.33
1,12680.0,15,0,1,23.7,3.17
3,2895.0,80,0,0,16.8,3.86
4,380.64516129032256,93,1,0,19.8,0.59
4,1535.2941176470588,102,0,0,24.0,2.61
4,6965.8536585365855,41,1,0,17.5,4.76
5,2064.705882352941,102,1,0,17.0,3.51
1,1494.1176470588234,102,1,0,18.1,2.54
3,2267.6470588235293,68,0,0,20.9,2.57
4,5900.0,12,0,0,15.6,1.18
0,3320.0,60,1,0,24.1,3.32
5,5037.735849056604,53,1,1,24.5,4.45
2,5400.0,49,0,1,24.3,4.41
1,892.5,80,1,1,20.4,1.19
1,2717.6470588235293,85,1,0,20.9,3.85
2,2276.6355140186915,107,1,1,22.4,4.06
5,5745.454545454545,33,0,1,15.8,3.16
1,1477.310924369748,119,1,1,16.4,2.93
3,9750.0,4,0,1,18.6,0.65
3,1423.5294117647059,51,0,0,22.0,1.21
0,4950.0,20,1,1,17.1,1.65
0,3338.7096774193546,62,0,0,16.4,3.45
4,4247.619047619048,63,1,0,18.3,4.46
4,1274.3362831858408,113,0,1,19.3,2.4
3,1872.972972972973,74,0,0,15.4,2.31
3,1849.1803278688524,61,0,1,24.8,1.88
2,11933.333333333334,9,0,0,23.0,1.79
5,6771.428571428572,14,0,0,22.1,1.58
0,1211.764705882353,102,1,1,19.1,2.06
0,2518.032786885246,61,1,0,16.3,2.56
4,4711.475409836065,61,0,1,21.0,4.79
5,3869.5652173913045,69,0,0,17.2,4.45
3,2021.0526315789473,57,0,0,15.7,1.92
3,9930.0,20,1,1,17.3,3.31
4,2631.818181818182,88,0,0,23.2,3.86
4,2495.575221238938,113,1,1,22.8,4.7
5,3937.5,48,0,0,16.4,3.15
3,1600.0,48,1,0,16.6,1.28
5,5306.666666666667,45,0,0,20.3,3.98
5,9761.538461538463,26,1,0,21.0,4.23
1,7150.0,24,0,1,15.6,2.86
2,1285.7142857142858,14,0,0,19.4,0.3
2,10462.5,16,0,1,23.5,2.79
0,368.75,96,1,1,20.8,0.59
2,21415.384615384617,13,1,0,20.8,4.64
4,9042.857142857141,14,1,0,20.6,2.11
4,9725.0,24,0,0,22.5,3.89
4,2944.4444444444443,54,0,0,16.8,2.65
3,5871.428571428572,14,1,0,20.1,1.37
5,8382.857142857143,35,1,1,19.0,4.89
5,2756.521739130435,69,0,0,18.1,3.17
4,1687.5,32,0,1,17.0,0.9
1,3230.1369863013697,73,0,1,24.7,3.93
4,2268.4931506849316,73,0,1,19.1,2.76
1,16328.57142857143,14,0,1,23.2,3.81
5,762.1621621621622,74,0,1,15.8,0.94
5,4662.5,48,1,0,19.3,3.73
2,1393.5483870967741,31,0,1,15.8,0.72
1,978.9473684210526,95,0,0,21.3,1.55
1,2451.4285714285716,35,1,1,24.4,1.43
0,443.69747899159665,119,1,1,18.1,0.88
5,4950.0,60,0,1,15.2,4.95
5,409.3457943925234,107,0,1,17.0,0.73
1,420.5607476635514,107,0,1,15.3,0.75
1,1590.0,100,0,0,18.7,2.65
2,4309.999999999999,60,0,1,23.0,4.31
4,7171.428571428572,21,0,1,16.1,2.51
3,1596.923076923077,65,1,1,21.5,1.73
2,90.69767441860465,86,1,0,16.3,0.13
0,3837.735849056604,53,1,1,20.6,3.39
2,2115.0,40,1,1,23.2,1.41
3,9027.272727272728,22,0,0,21.7,3.31
5,80.41237113402062,97,0,1,21.4,0.13
2,36771.42857142857,7,1,0,21.9,4.29
5,2448.0,100,0,1,23.1,4.08
1,4018.6046511627906,43,0,0,18.2,2.88
5,25200.0,7,0,0,17.1,2.94
3,9757.894736842105,19,0,0,24.6,3.09
1,46560.0,5,0,1,21.1,3.88
5,2051.4285714285716,105,0,1,24.4,3.59
2,45900.0,4,1,1,18.8,3.06
4,2577.0491803278687,61,0,0,21.4,2.62
5,2811.9402985074626,67,0,1,15.6,3.14
3,1149.4736842105262,95,0,1,23.4,1.82
5,1207.5,80,1,0,16.1,1.61
3,22380.0,10,0,0,20.7,3.73
2,985.7142857142857,98,0,1,19.6,1.61
2,2100.0,40,1,1,20.3,1.4
2,2053.6082474226805,97,0,1,20.5,3.32
2,14684.21052631579,19,1,1,24.5,4.65
4,4880.0,60,1,1,23.7,4.88
2,4978.378378378378,37,1,1,24.4,3.07
0,5118.367346938775,49,0,1,18.0,4.18
0,3222.8571428571427,35,1,1,21.4,1.88
4,1698.0,100,1,1,22.0,2.83
3,10371.42857142857,28,1,1,18.9,4.84
3,2400.0,62,0,1,20.5,2.48
2,5733.333333333333,9,0,0,19.6,0.86
2,4764.705882352941,34,0,0,22.8,2.7
2,266.6666666666667,63,0,1,16.9,0.28
0,10408.695652173914,23,1,1,16.8,3.99
3,1172.7272727272727,44,1,0,17.0,0.86
3,2455.5555555555557,108,1,1,17.4,4.42
5,1639.9999999999998,75,0,1,20.5,2.05
4,520.7547169811321,53,0,1,15.9,0.46
0,667.9245283018868,106,1,1,21.2,1.18
4,3022.222222222222,27,1,1,18.6,1.36
0,1692.0,50,0,1,22.9,1.41
0,156.52173913043478,115,1,0,18.1,0.3
2,1028.5714285714287,56,0,1,23.4,0.96
3,1361.111111111111,108,0,0,21.0,2.45
3,6300.0,22,0,1,20.4,2.31
4,4252.173913043478,23,0,1,23.9,1.63
2,8700.0,22,0,0,18.9,3.19
0,3241.3793103448274,87,0,1,22.9,4.7
0,3667.5,80,1,1,22.9,4.89
3,2107.5,80,0,1,16.1,2.81
1,942.8571428571429,42,1,1,16.4,0.66
2,1600.0,90,1,0,23.2,2.4
2,82200.00000000001,3,1,1,22.3,4.11
3,3951.2195121951218,41,1,1,15.9,2.7
1,1851.7241379310344,58,1,1,20.3,1.79
3,5615.094339622641,53,1,0,16.6,4.96
3,2224.137931034483,116,1,1,16.2,4.3
0,6060.0,10,0,1,25.0,1.01
1,2731.25,96,0,0,19.3,4.37
1,3553.125,64,0,0,16.7,3.79
5,2482.978723404255,94,1,0,24.9,3.89
2,1289.55223880597,67,0,1,22.2,1.44
4,7088.888888888889,27,1,0,15.8,3.19
4,5314.285714285715,49,0,0,15.6,4.34
3,3409.5238095238096,63,0,0,18.7,3.58
0,3330.4347826086955,69,1,0,24.8,3.83
0,1207.5,80,0,0,21.7,1.61
1,9257.142857142857,21,1,0,21.1,3.24
3,847.0588235294117,119,0,0,17.5,1.68
0,112.0,75,0,1,19.5,0.14
5,1568.3168316831684,101,1,0,17.0,2.64
5,3659.9999999999995,70,1,1,15.1,4.27
1,1067.3684210526317,95,0,1,15.0,1.69
4,47200.0,3,1,1,21.1,2.36
0,2692.682926829268,82,0,0,20.8,3.68
0,72600.0,1,0,1,23.4,1.21
0,21180.0,10,1,1,22.5,3.53
3,1310.7692307692307,65,0,0,24.1,1.42
3,2727.2727272727275,33,1,1,22.6,1.5
1,1072.2222222222222,108,0,1,22.8,1.93
3,31950.0,8,0,1,19.0,4.26
1,1313.5135135135135,111,0,0,18.0,2.43
2,2240.425531914894,94,0,0,15.6,3.51
0,948.8372093023256,43,1,1,21.9,0.68
2,152.38095238095238,63,0,0,22.7,0.16
2,1575.0,16,1,0,24.4,0.42
3,4397.014925373134,67,0,1,19.5,4.91
1,5346.666666666667,45,1,1,21.1,4.01
3,458.8235294117647,102,1,0,21.3,0.78
4,2825.8064516129034,31,1,1,16.7,1.46
5,1977.142857142857,105,1,1,24.7,3.46
5,2857.1428571428573,42,1,0,23.8,2.0
3,2863.6363636363635,44,0,1,20.2,2.1
5,4176.0,50,1,0,18.8,3.48
4,430.08849557522126,113,1,0,18.8,0.81
5,4800.0,45,1,1,15.3,3.6
1,4427.5862068965525,58,0,0,15.3,4.28
1,4500.0,54,1,0,16.1,4.05
0,1048.421052631579,95,0,0,15.7,1.66
4,1661.5384615384614,117,0,1,18.7,3.24
3,2625.0,104,0,0,18.1,4.55
5,55800.0,2,0,0,15.0,1.86
4,752.7272727272727,55,0,0,22.4,0.69
5,4110.000000000001,60,0,1,17.0,4.11
4,8635.714285714286,28,1,0,23.5,4.03
5,2958.6206896551726,29,1,1,24.2,1.43
4,1200.0,60,0,1,16.7,1.2
1,2964.0,100,0,0,22.2,4.94
5,648.6486486486486,37,0,1,15.4,0.4
4,870.0,100,1,0,22.8,1.45
5,374.11764705882354,85,1,0,19.4,0.53
5,7303.448275862069,29,0,0,15.5,3.53
3,1566.990291262136,103,1,0,16.5,2.69
4,4321.875,64,1,0,23.2,4.61
2,2304.424778761062,113,1,1,22.8,4.34
2,22050.0,4,0,0,17.5,1.47
5,8945.454545454546,22,0,0,22.9,3.28
4,13740.0,10,0,1,23.3,2.29
1,3127.659574468085,94,1,1,20.4,4.9
4,17400.0,3,0,0,18.6,0.87
5,6216.0,25,0,1,23.4,2.59
5,496.3636363636364,110,1,0,16.4,0.91
1,2784.375,64,1,0,15.6,2.97
0,2353.125,64,0,0,20.7,2.51
1,3988.7323943661972,71,0,0,15.1,4.72
3,1593.75,64,0,0,16.1,1.7
2,2141.2844036697247,109,1,1,17.7,3.89
0,976.4705882352941,102,0,0,17.6,1.66
5,1882.3529411764705,51,1,0,24.6,1.6
1,4296.0,50,0,1,17.5,3.58
2,1396.1538461538462,52,1,1,22.5,1.21
2,1395.0,80,1,0,16.7,1.86
4,1205.7692307692307,104,1,1,22.6,2.09
3,6334.883720930233,43,0,1,24.0,4.54
4,3033.3333333333335,18,0,0,17.2,0.91
4,2069.491525423729,118,0,1,18.6,4.07
5,101400.0,1,0,0,21.6,1.69
5,3781.818181818182,66,0,0,19.3,4.16
5,3108.5106382978724,94,1,1,23.2,4.87
4,3742.5,80,1,1,17.5,4.99
3,883.0188679245283,106,0,1,24.4,1.56
0,488.135593220339,118,1,1,20.9,0.96
3,2021.7391304347825,46,0,0,21.3,1.55
2,2164.044943820225,89,0,1,19.3,3.21
3,5857.894736842105,38,0,1,21.1,3.71
3,2431.858407079646,113,0,0,22.1,4.58
5,1360.5633802816901,71,1,0,19.6,1.61
1,2178.9473684210525,76,1,0,21.7,2.76
4,4241.379310344827,58,0,1,19.1,4.1
1,2904.0,100,1,0,22.4,4.84
4,913.6363636363636,88,1,1,24.3,1.34
0,753.0612244897959,98,0,1,22.0,1.23
3,3180.0,40,1,0,20.9,2.12
5,2596.153846153846,52,0,0,15.2,2.25
4,5494.736842105263,38,0,1,22.1,3.48
4,838.7096774193549,93,1,0,22.4,1.3
0,2074.285714285714,70,1,0,21.7,2.42
